FirstName,LastName,Department,Role,Hire Date,Base Salary,Monthly Sales,Sales Target,Commission Rate,Commission Earned,Customer Rating,Customer Complaints,Employee Satisfaction Score,Manager Name,Sales Performance Status,Customer Handling Rate
Russell,Walters,Customer Support,Support Specialist,4/14/2023,55177,,,,,1,1,,Christopher Ochoa,Meets Expectation,Need Improvement
Matthew,Hopkins,Marketing,Content Strategist,10/29/2020,66604,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Nichole,Mcclure,Marketing,SEO Specialist,08/01/2021 ,53969,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Jamie,Harris,Finance,Financial Analyst,02/09/2021 ,107493,,,,,,,,David Davis,Meets Expectation,Need Improvement
Laurie,Gray,Operations,Logistics Coordinator,08/12/2015 ,55085,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Jeff,Murphy,Marketing,Content Strategist,9/28/2023,51898,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Jennifer,Rogers,Operations,Logistics Coordinator,11/13/2020,84298,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Gary,Thompson,Finance,Accountant,7/28/2016,62767,,,,,,,,David Davis,Meets Expectation,Excellent Services
Adam,Petty,Customer Support,Customer Service Rep,8/15/2023,45131,,,,,5,3,,Christopher Ochoa,Meets Expectation,Need Improvement
Vanessa,Roman,IT,IT Support,07/04/2023 ,108185,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Bruce,Roberts,HR,HR Coordinator,8/16/2022,65007,,,,,,,77,Renee Green,Meets Expectation,Need Improvement
Charles,Williams,Operations,Procurement Specialist,08/01/2020 ,95244,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Kevin,Williams,HR,Recruiter,08/04/2020 ,54920,,,,,,,91,Renee Green,Meets Expectation,Need Improvement
Michael,Escobar,Marketing,SEO Specialist,7/16/2018,82881,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Aaron,Lewis,HR,HR Manager,04/12/2015 ,70269,,,,,,,93,Renee Green,Meets Expectation,Need Improvement
Gregory,Barr,Marketing,Content Strategist,11/10/2021 ,50627,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Nicholas,Mitchell,HR,HR Manager,11/22/2018,87874,,,,,,,78,Renee Green,Meets Expectation,Need Improvement
Danny,Patton,Marketing,SEO Specialist,03/11/2018 ,80584,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Michelle,James,Sales,Account Manager,10/06/2017 ,45348,20287,174985,0,786,3,7,,Bryan Burnett,Need Improvement,Need Improvement
Ian,Acevedo,Sales,Sales Executive,07/09/2017 ,63469,244095,114780,0,10805,3,0,,Bryan Burnett,High Performance,Need Improvement
Christian,Obrien,Sales,Account Manager,3/14/2022,88267,50715,57672,0,1640,3,6,,Bryan Burnett,Meets Expectation,Need Improvement
Jill,Haynes,Sales,Account Manager,7/29/2023,58678,223976,50517,0,14196,3,2,,Bryan Burnett,High Performance,Need Improvement
Denise,Bryant,Customer Support,Support Specialist,1/28/2017,62852,,,,,1,2,,Christopher Ochoa,Meets Expectation,Satisfactory
Nancy,Johnson,Customer Support,Call Center Agent,9/30/2016,56431,,,,,4,1,,Christopher Ochoa,Meets Expectation,Need Improvement
Amy,Simmons,Customer Support,Support Specialist,9/14/2015,52681,,,,,4,8,,Christopher Ochoa,Meets Expectation,Need Improvement
Emily,Wagner,Finance,Accountant,8/26/2021,82382,,,,,,,,David Davis,Meets Expectation,Need Improvement
Andrew,Cox,Marketing,SEO Specialist,06/01/2015 ,75197,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Benjamin,Bell,Marketing,Marketing Analyst,12/12/2017 ,65936,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Judith,Mack,Marketing,Content Strategist,6/17/2019,59699,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Julie,Peterson,Operations,Procurement Specialist,10/14/2021,61480,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Susan,Adams,Operations,Operations Manager,6/14/2017,96092,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Matthew,Williams,Customer Support,Call Center Agent,10/31/2018,64926,,,,,1,5,,Christopher Ochoa,Meets Expectation,Need Improvement
Joel,Carr,HR,HR Manager,5/16/2015,45778,,,,,,,95,Renee Green,Meets Expectation,Need Improvement
David,Johnson,Sales,Sales Manager,3/19/2017,89854,29723,67569,0,907,3,8,,Bryan Burnett,Need Improvement,Need Improvement
Jill,Roberts,IT,Data Analyst,6/28/2016,90381,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Christine,Lewis,Finance,Auditor,5/20/2015,91277,,,,,,,,David Davis,Meets Expectation,Need Improvement
Scott,Herrera,Operations,Logistics Coordinator,02/06/2017 ,59026,,,,,,,,Mr. Bradley Welch,Meets Expectation,Excellent Services
Todd,Vang,Customer Support,Support Specialist,12/14/2022,44251,,,,,5,2,,Christopher Ochoa,Meets Expectation,Need Improvement
Jason,Walker,Finance,Accountant,12/20/2019,63167,,,,,,,,David Davis,Meets Expectation,Need Improvement
Pamela,Conner,IT,IT Support,4/21/2017,57833,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Brandon,Nichols,HR,Recruiter,8/13/2016,59604,,,,,,,94,Renee Green,Meets Expectation,Need Improvement
Tara,Barr,Marketing,Content Strategist,06/04/2022 ,68984,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Christopher,Scott,Sales,Sales Executive,11/14/2018,83909,211323,136185,0,13762,1,6,,Bryan Burnett,High Performance,Need Improvement
Nancy,Smith,HR,HR Manager,1/15/2022,59464,,,,,,,92,Renee Green,Meets Expectation,Need Improvement
Courtney,Joseph,IT,Data Analyst,7/22/2019,77432,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
James,Johnson,IT,Data Analyst,8/22/2018,81237,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
David,Johnston,IT,Software Engineer,6/17/2016,82684,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Ashley,White,IT,Data Analyst,2/24/2019,88530,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Jasmine,Rangel,Sales,Sales Executive,10/10/2022 ,48894,214315,128408,0,14291,1,5,,Bryan Burnett,High Performance,Need Improvement
Catherine,Ramirez,Finance,Accountant,9/24/2016,67854,,,,,,,,David Davis,Meets Expectation,Need Improvement
Kaylee,Garcia,Sales,Sales Manager,10/04/2016 ,44917,141240,124887,0,6389,2,1,,Bryan Burnett,High Performance,Need Improvement
Joshua,Wise,Sales,Sales Manager,04/05/2020 ,56908,39032,194476,0,1486,1,0,,Bryan Burnett,Need Improvement,Need Improvement
Terri,Mack,Finance,Accountant,3/15/2022,82070,,,,,,,,David Davis,Meets Expectation,Need Improvement
Austin,Carter,Operations,Logistics Coordinator,11/04/2015 ,69691,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Crystal,Miller,IT,Data Analyst,6/30/2018,113476,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Jason,Martinez,IT,IT Support,02/01/2019 ,86306,,,,,,,,Daniel Patterson,Meets Expectation,Satisfactory
Angela,Miller,Sales,Account Manager,05/06/2015 ,45955,140970,131764,0,7354,4,3,,Bryan Burnett,High Performance,Need Improvement
Scott,Morgan,Operations,Procurement Specialist,12/10/2021 ,85373,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Marc,Garcia,IT,Software Engineer,3/28/2016,85871,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Michelle,Ray,HR,Recruiter,6/27/2022,58103,,,,,,,75,Renee Green,Meets Expectation,Need Improvement
Javier,Rivers,Operations,Logistics Coordinator,07/05/2017 ,74482,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Mr.,Stephen,Marketing,Marketing Analyst,4/30/2020,74952,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
James,West,HR,HR Coordinator,1/16/2022,49042,,,,,,,75,Renee Green,Meets Expectation,Need Improvement
Michael,Parker,Customer Support,Call Center Agent,7/20/2018,64110,,,,,2,0,,Christopher Ochoa,Meets Expectation,Need Improvement
Gabriel,Brown,HR,Recruiter,3/22/2019,91214,,,,,,,96,Renee Green,Meets Expectation,Need Improvement
David,Harris,HR,HR Coordinator,3/16/2018,84494,,,,,,,71,Renee Green,Meets Expectation,Need Improvement
Katrina,Donovan,Finance,Auditor,2/15/2020,76562,,,,,,,,David Davis,Meets Expectation,Excellent Services
Troy,Sweeney,Customer Support,Support Specialist,02/05/2022 ,36914,,,,,5,2,,Christopher Ochoa,Meets Expectation,Need Improvement
Timothy,Watson,HR,Recruiter,08/05/2015 ,50221,,,,,,,88,Renee Green,Meets Expectation,Need Improvement
Ethan,Swanson,HR,HR Coordinator,10/01/2019 ,91059,,,,,,,64,Renee Green,Meets Expectation,Need Improvement
Martin,Castillo,IT,Data Analyst,6/25/2022,64467,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Glenn,Mendoza,IT,Data Analyst,03/08/2023 ,76321,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Vanessa,Bruce,Customer Support,Support Specialist,03/03/2018 ,64050,,,,,5,7,,Christopher Ochoa,Meets Expectation,Need Improvement
Nicholas,Weaver,Finance,Auditor,11/21/2016,78314,,,,,,,,David Davis,Meets Expectation,Need Improvement
Rebecca,Brown,Finance,Financial Analyst,7/13/2021,105029,,,,,,,,David Davis,Meets Expectation,Need Improvement
Melissa,Allen,Finance,Auditor,10/20/2018,85510,,,,,,,,David Davis,Meets Expectation,Need Improvement
Theresa,Lin,Marketing,Marketing Analyst,11/02/2022 ,80112,,,,,,,,Trevor Cooper,Meets Expectation,Satisfactory
Kristopher,Sanchez,Sales,Account Manager,12/04/2016 ,48686,108586,114493,0,4156,5,5,,Bryan Burnett,Meets Expectation,Need Improvement
Michele,Newton,Customer Support,Support Specialist,3/27/2018,45398,,,,,4,9,,Christopher Ochoa,Meets Expectation,Need Improvement
Sandy,Wall,Finance,Accountant,09/03/2016 ,70495,,,,,,,,David Davis,Meets Expectation,Need Improvement
Angela,Powers,IT,Software Engineer,02/10/2016 ,73337,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Melissa,Davis,Finance,Financial Analyst,4/26/2019,68956,,,,,,,,David Davis,Meets Expectation,Need Improvement
Xavier,Conner,Finance,Accountant,12/21/2016,99158,,,,,,,,David Davis,Meets Expectation,Need Improvement
Cindy,Nelson,Marketing,SEO Specialist,01/04/2017 ,71860,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Haley,Hall,HR,Recruiter,3/20/2023,73780,,,,,,,68,Renee Green,Meets Expectation,Need Improvement
Mr.,Christopher,Operations,Logistics Coordinator,7/27/2020,69720,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Linda,Doyle,Customer Support,Call Center Agent,7/13/2017,67493,,,,,3,5,,Christopher Ochoa,Meets Expectation,Need Improvement
Angela,Schultz,HR,Recruiter,02/10/2022 ,55036,,,,,,,84,Renee Green,Meets Expectation,Need Improvement
Brian,Gross,IT,IT Support,02/06/2021 ,81212,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Ryan,Serrano,Marketing,Content Strategist,02/03/2023 ,56818,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Lisa,Ford,Operations,Logistics Coordinator,06/12/2021 ,101287,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
David,Jackson,IT,Software Engineer,03/02/2019 ,54714,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Austin,Rosario,Customer Support,Call Center Agent,12/23/2020,64224,,,,,3,6,,Christopher Ochoa,Meets Expectation,Need Improvement
Kelly,Baker,Sales,Account Manager,6/15/2016,84455,180084,93470,0,5678,5,8,,Bryan Burnett,High Performance,Need Improvement
Mr.,Darrell,Operations,Logistics Coordinator,4/27/2016,100717,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Angela,Patel,Marketing,Marketing Analyst,2/22/2021,52586,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Kevin,Cook,IT,Data Analyst,08/11/2023 ,54391,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Shane,Garrison,Operations,Procurement Specialist,4/27/2023,93263,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Jason,Ramirez,Marketing,Content Strategist,12/28/2017,84112,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Kevin,Bryant,Operations,Operations Manager,03/11/2021 ,72789,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Jessica,Collins,Finance,Auditor,9/24/2020,76227,,,,,,,,David Davis,Meets Expectation,Need Improvement
Ricky,Thompson,IT,Software Engineer,12/19/2019,104601,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Faith,Sharp,Marketing,Marketing Analyst,10/01/2016 ,71926,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Brooke,Smith,HR,HR Coordinator,02/07/2015 ,88775,,,,,,,92,Renee Green,Meets Expectation,Need Improvement
Michelle,Parrish,Finance,Financial Analyst,8/24/2020,73221,,,,,,,,David Davis,Meets Expectation,Need Improvement
John,Frank,IT,IT Support,5/27/2023,104505,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Samantha,Obrien,Sales,Sales Executive,07/01/2022 ,80105,118756,133239,0,7913,4,9,,Bryan Burnett,Meets Expectation,Need Improvement
Jessica,Nelson,Operations,Operations Manager,12/31/2021,103637,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Sandy,Herrera,Finance,Auditor,9/26/2018,68281,,,,,,,,David Davis,Meets Expectation,Need Improvement
Jason,Richardson,HR,HR Manager,03/09/2015 ,89432,,,,,,,86,Renee Green,Meets Expectation,Excellent Services
Kathleen,Kirby,Customer Support,Call Center Agent,7/22/2023,57769,,,,,5,1,,Christopher Ochoa,Meets Expectation,Need Improvement
Angela,Skinner,Finance,Financial Analyst,11/04/2021 ,92047,,,,,,,,David Davis,Meets Expectation,Need Improvement
Candace,Harrison,HR,HR Coordinator,07/10/2021 ,83386,,,,,,,86,Renee Green,Meets Expectation,Need Improvement
Stephanie,Harris,Marketing,SEO Specialist,06/07/2015 ,82717,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Alexis,Watkins,Operations,Operations Manager,7/30/2021,93395,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Gregory,Fitzpatrick,Marketing,Content Strategist,02/01/2015 ,79264,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Emily,Castro,HR,HR Coordinator,03/11/2015 ,74329,,,,,,,79,Renee Green,Meets Expectation,Excellent Services
Javier,Todd,Customer Support,Customer Service Rep,01/08/2018 ,41982,,,,,5,2,,Christopher Ochoa,Meets Expectation,Need Improvement
Linda,Taylor,Sales,Account Manager,10/04/2022 ,71283,193492,80608,0,8499,1,5,,Bryan Burnett,High Performance,Need Improvement
Thomas,Wood,HR,Recruiter,10/19/2018,82746,,,,,,,87,Renee Green,Meets Expectation,Need Improvement
Nicholas,Barron,HR,HR Manager,2/25/2021,59690,,,,,,,71,Renee Green,Meets Expectation,Need Improvement
Linda,Stone,IT,Software Engineer,9/19/2022,57635,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Tammie,Gardner,IT,Software Engineer,10/08/2019 ,111863,,,,,,,,Daniel Patterson,Meets Expectation,Satisfactory
Danielle,Rogers,Sales,Sales Manager,03/02/2015 ,60816,42364,132831,0,1543,5,4,,Bryan Burnett,Need Improvement,Need Improvement
Mary,Thomas,HR,HR Coordinator,7/24/2021,81772,,,,,,,93,Renee Green,Meets Expectation,Need Improvement
Laura,Olsen,Operations,Procurement Specialist,1/13/2019,82794,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Matthew,Steele,Marketing,Marketing Analyst,6/27/2022,67223,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
David,Nelson,IT,IT Support,12/27/2023,118266,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Sandra,Flynn,Marketing,Content Strategist,9/25/2020,56550,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Holly,Sanchez,Operations,Logistics Coordinator,9/26/2019,61604,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
David,West,Customer Support,Support Specialist,05/09/2016 ,69879,,,,,3,2,,Christopher Ochoa,Meets Expectation,Need Improvement
Stephanie,Melendez,Finance,Auditor,9/23/2022,57000,,,,,,,,David Davis,Meets Expectation,Need Improvement
Heather,Carter,HR,HR Manager,1/28/2016,57678,,,,,,,65,Renee Green,Meets Expectation,Need Improvement
Stacy,Holt,Customer Support,Support Specialist,9/19/2023,66909,,,,,3,8,,Christopher Ochoa,Meets Expectation,Need Improvement
Karen,Schroeder,IT,Data Analyst,7/17/2023,56584,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Michael,Price,IT,IT Support,4/23/2015,111273,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Patricia,Gibbs,Operations,Procurement Specialist,11/28/2023,58608,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Evan,Simpson,Operations,Logistics Coordinator,6/29/2019,83296,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Charles,Martinez,Finance,Accountant,1/26/2017,95470,,,,,,,,David Davis,Meets Expectation,Need Improvement
Samuel,Zuniga,Operations,Logistics Coordinator,6/30/2015,67715,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Ronald,Clark,IT,Data Analyst,11/27/2019,78326,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Mandy,Bennett,Operations,Procurement Specialist,3/20/2021,90733,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Jessica,Johnson,Operations,Operations Manager,10/31/2021,88475,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Linda,Peters,HR,Recruiter,10/05/2015 ,59532,,,,,,,87,Renee Green,Meets Expectation,Need Improvement
Timothy,Wilson,Marketing,SEO Specialist,02/08/2023 ,46016,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
James,Rivas,Operations,Operations Manager,09/05/2018 ,74896,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Jackie,Collins,Customer Support,Support Specialist,07/08/2015 ,57234,,,,,1,1,,Christopher Ochoa,Meets Expectation,Need Improvement
John,Wong,Finance,Financial Analyst,7/19/2019,106845,,,,,,,,David Davis,Meets Expectation,Need Improvement
Karen,Jimenez,Finance,Auditor,03/11/2018 ,72373,,,,,,,,David Davis,Meets Expectation,Need Improvement
Michelle,Burke,IT,IT Support,03/01/2016 ,71333,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
Ann,Morse,HR,HR Coordinator,7/26/2015,49735,,,,,,,64,Renee Green,Meets Expectation,Need Improvement
James,Barber,HR,Recruiter,7/31/2022,64829,,,,,,,79,Renee Green,Meets Expectation,Need Improvement
Anna,Tyler,Customer Support,Call Center Agent,03/11/2018 ,63672,,,,,5,9,,Christopher Ochoa,Meets Expectation,Need Improvement
Bobby,Crawford,HR,HR Manager,8/19/2015,78570,,,,,,,82,Renee Green,Meets Expectation,Need Improvement
Miranda,Johnson,HR,Recruiter,6/19/2015,59782,,,,,,,79,Renee Green,Meets Expectation,Need Improvement
Jessica,Carroll,HR,Recruiter,09/12/2018 ,85456,,,,,,,63,Renee Green,Meets Expectation,Satisfactory
Zachary,James,Sales,Account Manager,12/22/2015,85447,49311,83516,0,3413,4,1,,Bryan Burnett,Need Improvement,Need Improvement
David,Medina,HR,HR Manager,07/07/2018 ,47461,,,,,,,85,Renee Green,Meets Expectation,Need Improvement
Rachel,Ramirez,Sales,Account Manager,01/04/2018 ,59165,145683,70127,0,4548,1,0,,Bryan Burnett,High Performance,Need Improvement
Shawn,Adams,Finance,Financial Analyst,9/15/2015,65880,,,,,,,,David Davis,Meets Expectation,Need Improvement
Breanna,Maynard,Finance,Financial Analyst,3/20/2015,73481,,,,,,,,David Davis,Meets Expectation,Need Improvement
Ryan,Carter,Finance,Accountant,09/01/2022 ,101792,,,,,,,,David Davis,Meets Expectation,Need Improvement
Andrea,Ray,Operations,Operations Manager,8/24/2017,69437,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
April,Hardin,HR,Recruiter,9/25/2022,68743,,,,,,,77,Renee Green,Meets Expectation,Need Improvement
Tanya,Delacruz,Marketing,SEO Specialist,7/18/2018,59309,,,,,,,,Trevor Cooper,Meets Expectation,Need Improvement
Nicole,Lester,Operations,Logistics Coordinator,07/01/2019 ,55831,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Shawn,Espinoza,Operations,Operations Manager,3/29/2020,79896,,,,,,,,Mr. Bradley Welch,Meets Expectation,Need Improvement
Lisa,Velazquez,Customer Support,Customer Service Rep,4/24/2016,35437,,,,,5,8,,Christopher Ochoa,Meets Expectation,Need Improvement
Joseph,Middleton,Sales,Sales Manager,9/27/2018,54810,149271,148447,0,8277,2,6,,Bryan Burnett,High Performance,Need Improvement
Andrew,Guzman,IT,Software Engineer,07/08/2017 ,95650,,,,,,,,Daniel Patterson,Meets Expectation,Need Improvement
